zipcode,city,state, outbound , inbound , netgain ,pct_inbound
25555,PRICHARD,WV, 119 , 95 , (24),44.4%
25557,RANGER,WV, 11 , -   , (11),0.0%
25559,SALT ROCK,WV, 254 , 174 , (80),40.7%
25560,SCOTT DEPOT,WV," 2,846 "," 3,025 ", 179 ,51.5%
25564,SOD,WV, 74 , 50 , (24),40.3%
25567,SUMERCO,WV, 28 , 24 , (4),46.2%
25570,WAYNE,WV," 1,693 "," 1,527 ", (166),47.4%
25571,WEST HAMLIN,WV, 572 , 362 , (210),38.8%
25601,LOGAN,WV," 1,412 "," 1,554 ", 142 ,52.4%
25601,WEST LOGAN,WV, 156 , 168 , 12 ,51.9%
25607,AMHERSTDALE,WV, 14 , 16 , 2 ,53.3%
25621,GILBERT,WV, 24 , 76 , 52 ,76.0%
25625,HOLDEN,WV, 42 , 60 , 18 ,58.8%
25635,MAN,WV, 115 , 162 , 47 ,58.5%
25637,MOUNT GAY,WV, 30 , 13 , (17),30.2%
25638,OMAR,WV, 11 , -   , (11),0.0%
25646,STOLLINGS,WV, 44 , 13 , (31),22.8%
25649,VERDUNVILLE,WV, -   , 29 , 29 ,100.0%
25652,WHITMAN,WV, 42 , -   , (42),0.0%
25661,WILLIAMSON,WV," 1,679 "," 1,531 ", (148),47.7%
25669,CRUM,WV, 11 , -   , (11),0.0%
25670,DELBARTON,WV, 691 , 686 , (5),49.8%
25674,KERMIT,WV, 221 , 189 , (32),46.1%
25676,LENORE,WV, 33 , -   , (33),0.0%
25678,MATEWAN,WV, 41 , 115 , 74 ,73.7%
25678,MEADOR,WV, 22 , 34 , 12 ,60.7%
25701,HTGN,WV, 192 , 176 , (16),47.8%
25701,HUNTINGTON,WV," 10,029 "," 8,076 "," (1,953)",44.6%
25702,HUNTINGTON,WV," 2,749 "," 2,325 ", (424),45.8%
25703,HUNTINGTON,WV," 3,113 "," 1,618 "," (1,495)",34.2%
25704,HUNTINGTON,WV," 5,890 "," 4,830 "," (1,060)",45.1%
25705,HUNTINGTON,WV," 8,538 "," 7,086 "," (1,452)",45.4%
25706,HUNTINGTON,WV, 12 , -   , (12),0.0%
25801,BECKLEY,WV," 9,899 "," 9,112 ", (787),47.9%
25802,BECKLEY,WV, 585 , 224 , (361),27.7%
25812,ANSTED,WV, 334 , 169 , (165),33.6%
25813,BEAVER,WV," 1,167 "," 1,198 ", 31 ,50.7%
25813,GLEN MORGAN,WV, 248 , 296 , 48 ,54.4%
25818,BRADLEY,WV, 202 , 24 , (178),10.6%
25823,COAL CITY,WV, 111 , 94 , (17),45.9%
25825,COOL RIDGE,WV, 346 , 387 , 41 ,52.8%
25827,CRAB ORCHARD,WV, 477 , 400 , (77),45.6%
25832,DANIELS,WV," 1,546 "," 1,652 ", 106 ,51.7%
25836,ECCLES,WV, 22 , -   , (22),0.0%
25839,FAIRDALE,WV, 24 , -   , (24),0.0%
25840,FAYETTEVILLE,WV," 2,148 "," 1,802 ", (346),45.6%
25841,FLAT TOP,WV, 26 , 17 , (9),39.5%
25843,GHENT,WV, 36 , 91 , 55 ,71.7%
25844,GLEN DANIEL,WV, 11 , -   , (11),0.0%
25845,GLEN FORK,WV, 12 , -   , (12),0.0%
25848,GLEN ROGERS,WV, 13 , -   , (13),0.0%
25854,HICO,WV, 11 , 24 , 13 ,68.6%
25865,LESTER,WV, 50 , 17 , (33),25.4%
25871,MABSCOTT,WV, 164 , 69 , (95),29.6%
25873,MAC ARTHUR,WV, 121 , -   , (121),0.0%
25878,MIDWAY,WV, -   , 12 , 12 ,100.0%
25880,MOUNT HOPE,WV," 1,669 "," 1,551 ", (118),48.2%
25882,MULLENS,WV, 441 , 254 , (187),36.5%
25901,OAK HILL,WV," 3,261 "," 3,084 ", (177),48.6%
25904,PAX,WV, 14 , -   , (14),0.0%
25909,PROSPERITY,WV, 28 , -   , (28),0.0%
25911,RALEIGH,WV, -   , 11 , 11 ,100.0%
25917,SCARBRO,WV, 516 , 318 , (198),38.1%
25918,SHADY SPRING,WV," 1,064 ", 941 , (123),46.9%
25921,SOPHIA,WV, 414 , 413 , (1),49.9%
25922,SPANISHBURG,WV, 11 , -   , (11),0.0%
25938,VICTOR,WV, -   , 12 , 12 ,100.0%
25951,HINTON,WV," 1,597 "," 1,664 ", 67 ,51.0%
25958,CHARMCO,WV, 13 , -   , (13),0.0%
25958,HINES,WV, 11 , -   , (11),0.0%
25962,RAINELLE,WV," 1,028 ", 999 , (29),49.3%
25969,JUMPING BRANCH,WV, 26 , 39 , 13 ,60.0%
25971,LERONA,WV, -   , 28 , 28 ,100.0%
25976,MEADOW BRIDGE,WV, 230 , 328 , 98 ,58.8%
25979,PIPESTEM,WV, 35 , 33 , (2),48.5%
25981,QUINWOOD,WV, 32 , 22 , (10),40.7%
25984,RUPERT,WV, 478 , 400 , (78),45.6%
25989,WHITE OAK,WV, -   , 11 , 11 ,100.0%
26003,ELM GROVE,WV, 291 , 262 , (29),47.4%
26003,WARWOOD,WV, 329 , 272 , (57),45.3%
26003,WHEELING,WV," 13,425 "," 12,976 ", (449),49.1%
26030,BEECH BOTTOM,WV, 11 , 14 , 3 ,56.0%
26031,BENWOOD,WV, 484 , 438 , (46),47.5%
26032,BETHANY,WV, -   , 23 , 23 ,100.0%
26033,CAMERON,WV, 787 , 558 , (229),41.5%
26034,CHESTER,WV," 2,105 "," 1,387 ", (718),39.7%
26035,COLLIERS,WV, 335 , 383 , 48 ,53.3%
26037,FOLLANSBEE,WV," 2,190 "," 1,910 ", (280),46.6%
26038,GLEN DALE,WV, 563 , 632 , 69 ,52.9%
26039,GLEN EASTON,WV, 36 , 11 , (25),23.4%
26040,MCMECHEN,WV, 370 , 351 , (19),48.7%
26041,MOUNDSVILLE,WV," 5,080 "," 4,862 ", (218),48.9%
26047,NEW CUMBERLAND,WV," 1,444 "," 1,452 ", 8 ,50.1%
26050,NEWELL,WV, 668 , 232 , (436),25.8%
26055,PROCTOR,WV, 109 , 41 , (68),27.3%
26059,TRIADELPHIA,WV," 1,218 "," 1,133 ", (85),48.2%
26060,VALLEY GROVE,WV, 91 , 149 , 58 ,62.1%
26062,WEIRTON,WV," 7,242 "," 6,919 ", (323),48.9%
26070,WELLSBURG,WV," 2,078 "," 1,932 ", (146),48.2%
26101,PARKERSBURG,WV," 11,501 "," 10,629 ", (872),48.0%
26102,PARKERSBURG,WV, 103 , 138 , 35 ,57.3%
26103,PARKERSBURG,WV, -   , 12 , 12 ,100.0%
26104,N PARKERSBURG,WV, 113 , 96 , (17),45.9%
26104,PARKERSBURG,WV," 5,771 "," 5,304 ", (467),47.9%
26105,VIENNA,WV," 4,668 "," 4,308 ", (360),48.0%
26133,BELLEVILLE,WV, 54 , 116 , 62 ,68.2%
26134,BELMONT,WV, -   , 11 , 11 ,100.0%
26136,BIG BEND,WV, -   , 13 , 13 ,100.0%
26137,BIG SPRINGS,WV, 12 , -   , (12),0.0%
26142,DAVISVILLE,WV, 454 , 478 , 24 ,51.3%
26143,ELIZABETH,WV, 920 ," 1,032 ", 112 ,52.9%
26146,BENS RUN,WV, 11 , 11 , -   ,50.0%
26146,FRIENDLY,WV, 68 , 66 , (2),49.3%
26147,GRANTSVILLE,WV, 617 , 529 , (88),46.2%
26149,MIDDLEBOURNE,WV, 644 , 506 , (138),44.0%
26150,MINERAL WELLS,WV," 1,781 "," 1,848 ", 67 ,50.9%
26155,NEW MARTINSVILLE,WV," 3,237 "," 2,957 ", (280),47.7%
26159,PADEN CITY,WV, 825 , 730 , (95),46.9%
26160,PALESTINE,WV, 26 , -   , (26),0.0%
26161,PETROLEUM,WV, -   , 11 , 11 ,100.0%
26164,RAVENSWOOD,WV," 3,067 "," 2,788 ", (279),47.6%
26167,READER,WV, 12 , -   , (12),0.0%
26170,SAINT MARYS,WV," 1,458 "," 1,415 ", (43),49.3%
26175,SISTERSVILLE,WV, 924 , 910 , (14),49.6%
26178,SMITHVILLE,WV, 11 , -   , (11),0.0%
26180,WALKER,WV, 185 , 319 , 134 ,63.3%
26181,WASHINGTON,WV," 1,318 "," 1,392 ", 74 ,51.4%
26184,WAVERLY,WV, 433 , 236 , (197),35.3%
26187,WILLIAMSTOWN,WV," 1,728 "," 1,731 ", 3 ,50.0%
26201,BUCKHANNON,WV," 7,117 "," 6,537 ", (580),47.9%
26205,COTTLE,WV, 27 , 30 , 3 ,52.6%
26205,CRAIGSVILLE,WV, 978 , 910 , (68),48.2%
26206,COWEN,WV, 626 , 615 , (11),49.6%
26208,CAMDEN ON GAULEY,WV, -   , 11 , 11 ,100.0%
26209,SNOWSHOE,WV, 45 , -   , (45),0.0%
26217,DIANA,WV, 24 , -   , (24),0.0%
26218,FRENCH CREEK,WV, 678 , 624 , (54),47.9%
26234,ROCK CAVE,WV, 38 , 60 , 22 ,61.2%
26237,TALLMANSVILLE,WV, 12 , -   , (12),0.0%
26241,ELKINS,WV," 6,284 "," 5,426 ", (858),46.3%
26250,BELINGTON,WV," 1,837 "," 1,708 ", (129),48.2%
26253,BEVERLY,WV," 1,209 "," 1,031 ", (178),46.0%
26257,COALTON,WV, 29 , 29 , -   ,50.0%
26260,DAVIS,WV, 469 , 516 , 47 ,52.4%
26261,RICHWOOD,WV," 1,109 ", 797 , (312),41.8%
26264,DURBIN,WV, 36 , 15 , (21),29.4%
26269,HAMBLETON,WV, 11 , -   , (11),0.0%
26270,HARMAN,WV, 12 , 11 , (1),47.8%
26273,HUTTONSVILLE,WV, 12 , -   , (12),0.0%
26275,JUNIOR,WV, 11 , -   , (11),0.0%
26278,MABIE,WV, 12 , -   , (12),0.0%
26280,MILL CREEK,WV, 602 , 135 , (467),18.3%
26283,MONTROSE,WV, 97 , 125 , 28 ,56.3%
26287,PARSONS,WV, 834 , 885 , 51 ,51.5%
26288,WEBSTER SPGS,WV, 24 , 24 , -   ,50.0%
26288,WEBSTER SPRINGS,WV," 1,100 ", 971 , (129),46.9%
26291,SLATYFORK,WV, 39 , -   , (39),0.0%
26292,THOMAS,WV, 103 , 102 , (1),49.8%
26294,VALLEY HEAD,WV, 17 , -   , (17),0.0%
26301,CLARKSBURG,WV," 9,784 "," 8,165 "," (1,619)",45.5%
26301,NUTTER FORT,WV, 556 , 465 , (91),45.5%
26302,CLARKSBURG,WV, 338 , 288 , (50),46.0%
26320,ALMA,WV, 36 , -   , (36),0.0%
26323,ANMOORE,WV, 11 , 15 , 4 ,57.7%
26325,AUBURN,WV, 12 , -   , (12),0.0%
26330,BRIDGEPORT,WV," 5,973 "," 5,709 ", (264),48.9%
26335,BURNSVILLE,WV, 126 , 121 , (5),49.0%
26337,CAIRO,WV, 75 , 82 , 7 ,52.2%
26342,COXS MILLS,WV, 11 , -   , (11),0.0%
26346,ELLENBORO,WV, 18 , 27 , 9 ,60.0%
26347,FLEMINGTON,WV, 166 , 130 , (36),43.9%
26351,GILMER,WV, 24 , 17 , (7),41.5%
26351,GLENVILLE,WV," 1,197 "," 1,124 ", (73),48.4%
26354,GRAFTON,WV," 3,550 "," 3,126 ", (424),46.8%
26361,GYPSY,WV, 30 , -   , (30),0.0%
26362,HARRISVILLE,WV," 1,181 ", 908 , (273),43.5%
26369,HEPZIBAH,WV, 25 , -   , (25),0.0%
26372,HORNER,WV, 24 , 11 , (13),31.4%
26374,INDEPENDENCE,WV, 22 , 37 , 15 ,62.7%
26377,JACKSONBURG,WV, -   , 15 , 15 ,100.0%
26378,JANE LEW,WV," 1,160 "," 1,165 ", 5 ,50.1%
26384,LINN,WV, 12 , -   , (12),0.0%
26385,LOST CREEK,WV, 749 , 865 , 116 ,53.6%
26386,LUMBERPORT,WV, 460 , 317 , (143),40.8%
26405,MOATSVILLE,WV, 88 , 23 , (65),20.7%
26408,MOUNT CLARE,WV, 412 , 453 , 41 ,52.4%
26408,MT CLARE,WV, 16 , 18 , 2 ,52.9%
26410,NEWBURG,WV, 12 , 26 , 14 ,68.4%
26415,PENNSBORO,WV, 888 , 848 , (40),48.8%
26416,GRAFTON,WV, 41 , 40 , (1),49.4%
26416,PHILIPPI,WV," 1,926 "," 1,931 ", 5 ,50.1%
26419,PINE GROVE,WV, 27 , 12 , (15),30.8%
26421,PULLMAN,WV, 11 , -   , (11),0.0%
26425,ROWLESBURG,WV, 95 , 82 , (13),46.3%
26426,BRISTOL,WV, 36 , 32 , (4),47.1%
26426,SALEM,WV," 1,720 "," 1,643 ", (77),48.9%
26430,SAND FORK,WV, -   , 24 , 24 ,100.0%
26431,SHINNSTON,WV," 1,831 "," 1,735 ", (96),48.7%
26437,SMITHFIELD,WV, 27 , 12 , (15),30.8%
26440,THORNTON,WV, 98 , 39 , (59),28.5%
26444,TUNNELTON,WV, 558 , 468 , (90),45.6%
26447,ROANOKE,WV, 49 , 52 , 3 ,51.5%
26447,WALKERSVILLE,WV, 47 , 47 , -   ,50.0%
26448,WALLACE,WV, 67 , 11 , (56),14.1%
26451,WEST MILFORD,WV, 62 , 27 , (35),30.3%
26452,WESTON,WV," 4,189 "," 3,465 ", (724),45.3%
26456,WEST UNION,WV," 1,085 "," 1,175 ", 90 ,52.0%
26501,MORGANTOWN,WV," 7,671 "," 6,626 "," (1,045)",46.3%
26501,WESTOVER,WV, 522 , 474 , (48),47.6%
26504,MORGANTOWN,WV, 81 , 23 , (58),22.1%
26504,STAR CITY,WV, 13 , -   , (13),0.0%
26505,MORGANTOWN,WV," 22,622 "," 14,486 "," (8,136)",39.0%
26507,MORGANTOWN,WV, 167 , 136 , (31),44.9%
26508,MORGANTOWN,WV," 12,935 "," 12,169 ", (766),48.5%
26519,ALBRIGHT,WV, 318 , 198 , (120),38.4%
26525,BRUCETON MILLS,WV," 1,510 "," 1,703 ", 193 ,53.0%
26531,DELLSLOW,WV, 570 , 132 , (438),18.8%
26534,GRANVILLE,WV, 106 , 169 , 63 ,61.5%
26537,KINGWOOD,WV," 2,180 "," 1,870 ", (310),46.2%
26541,CORE,WV, 202 , 212 , 10 ,51.2%
26541,MAIDSVILLE,WV, 587 , 589 , 2 ,50.1%
26542,MASONTOWN,WV, 577 , 549 , (28),48.8%
26546,PURSGLOVE,WV, 11 , -   , (11),0.0%
26547,REEDSVILLE,WV, 868 , 671 , (197),43.6%
26554,FAIRMONT,WV," 14,635 "," 12,382 "," (2,253)",45.8%
26555,FAIRMONT,WV, 171 , 233 , 62 ,57.7%
26555,MONONGAH,WV, -   , 23 , 23 ,100.0%
26559,BARRACKVILLE,WV, 11 , 59 , 48 ,84.3%
26570,FAIRVIEW,WV, 538 , 550 , 12 ,50.6%
26571,FARMINGTON,WV, 343 , 154 , (189),31.0%
26574,GRANT TOWN,WV, -   , 12 , 12 ,100.0%
26575,HUNDRED,WV, 36 , 46 , 10 ,56.1%
26582,MANNINGTON,WV," 1,224 "," 1,138 ", (86),48.2%
26588,RIVESVILLE,WV, 645 , 604 , (41),48.4%
26591,WORTHINGTON,WV, 84 , 108 , 24 ,56.3%
26601,CENTRALIA,WV, 33 , 29 , (4),46.8%
26601,SUTTON,WV," 1,201 "," 1,147 ", (54),48.9%
26610,BIRCH RIVER,WV, 11 , 23 , 12 ,67.6%
26621,FLATWOODS,WV, 12 , -   , (12),0.0%
26623,FRAMETOWN,WV, 113 , 115 , 2 ,50.4%
26624,GASSAWAY,WV, 892 , 782 , (110),46.7%
26629,LITTLE BIRCH,WV, 12 , 14 , 2 ,53.8%
26651,SUMMERSVILLE,WV," 2,991 "," 2,981 ", (10),49.9%
26662,CANVAS,WV, 15 , -   , (15),0.0%
26678,MOUNT LOOKOUT,WV, 67 , 52 , (15),43.7%
26679,MOUNT NEBO,WV, 453 , 384 , (69),45.9%
26681,NETTIE,WV, 82 , 157 , 75 ,65.7%
26690,JODIE,WV, 12 , -   , (12),0.0%
26691,TIOGA,WV, 11 , -   , (11),0.0%
26704,AUGUSTA,WV," 1,534 "," 1,570 ", 36 ,50.6%
26705,AURORA,WV, 36 , -   , (36),0.0%
26710,BURLINGTON,WV, 257 , 207 , (50),44.6%
26711,CAPON BRIDGE,WV, 621 , 687 , 66 ,52.5%
26717,ELK GARDEN,WV, 11 , 15 , 4 ,57.7%
26719,FORT ASHBY,WV, 512 , 675 , 163 ,56.9%
26720,GORMANIA,WV, -   , 12 , 12 ,100.0%
26726,KEYSER,WV," 4,031 "," 3,893 ", (138),49.1%
26743,NEW CREEK,WV, 125 , 122 , (3),49.4%
26750,PIEDMONT,WV, 58 , 50 , (8),46.3%
26753,RIDGELEY,WV," 1,521 "," 1,516 ", (5),49.9%
26757,ROMNEY,WV," 2,352 "," 2,088 ", (264),47.0%
26761,SHANKS,WV, 11 , 33 , 22 ,75.0%
26763,SPRINGFIELD,WV, 295 , 233 , (62),44.1%
26764,TERRA ALTA,WV," 1,817 "," 1,541 ", (276),45.9%
26767,WILEY FORD,WV, 12 , -   , (12),0.0%
26801,BAKER,WV, 115 , 174 , 59 ,60.2%
26802,BRANDYWINE,WV, 212 , 74 , (138),25.9%
26807,FRANKLIN,WV, 661 , 482 , (179),42.2%
26808,HIGH VIEW,WV, 11 , 28 , 17 ,71.8%
26810,LOST CITY,WV, 22 , 30 , 8 ,57.7%
26810,LOST RIVER,WV, 13 , 11 , (2),45.8%
26812,MATHIAS,WV, 231 , 235 , 4 ,50.4%
26818,FISHER,WV, 36 , 55 , 19 ,60.4%
26833,MAYSVILLE,WV, 146 , 193 , 47 ,56.9%
26836,MOOREFIELD,WV," 2,797 "," 2,558 ", (239),47.8%
26845,OLD FIELDS,WV, 14 , 29 , 15 ,67.4%
26847,PETERSBURG,WV," 1,952 "," 1,834 ", (118),48.4%
26851,WARDENSVILLE,WV, 549 , 627 , 78 ,53.3%
26852,PURGITSVILLE,WV, -   , 22 , 22 ,100.0%
26865,YELLOW SPRING,WV, -   , 27 , 27 ,100.0%
26866,UPPER TRACT,WV, -   , 24 , 24 ,100.0%
27006,ADVANCE,NC," 3,514 "," 4,636 "," 1,122 ",56.9%
27006,BERMUDA RUN,NC, 402 , 505 , 103 ,55.7%
27007,ARARAT,NC, 210 , 133 , (77),38.8%
27009,BELEWS CREEK,NC, 381 , 603 , 222 ,61.3%
27011,BOONVILLE,NC," 1,524 "," 1,487 ", (37),49.4%
27012,CLEMMONS,NC," 9,351 "," 11,228 "," 1,877 ",54.6%
27013,CLEVELAND,NC," 1,479 "," 1,764 ", 285 ,54.4%
27014,COOLEEMEE,NC, 660 , 102 , (558),13.4%
27016,DANBURY,NC, 49 , 108 , 59 ,68.8%
27017,DOBSON,NC," 2,106 "," 1,882 ", (224),47.2%
27018,EAST BEND,NC," 1,590 "," 1,793 ", 203 ,53.0%
27019,GERMANTON,NC, 931 , 988 , 57 ,51.5%
27020,HAMPTONVILLE,NC," 1,158 "," 1,319 ", 161 ,53.2%
27021,KING,NC," 4,492 "," 5,139 ", 647 ,53.4%
27022,LAWSONVILLE,NC, 71 , 21 , (50),22.8%
27023,LEWISVILLE,NC," 3,466 "," 4,294 ", 828 ,55.3%
27024,LOWGAP,NC, 388 , 602 , 214 ,60.8%
27025,MADISON,NC," 2,629 "," 2,810 ", 181 ,51.7%
27027,MAYODAN,NC," 1,464 "," 1,304 ", (160),47.1%
27028,MOCKSVILLE,NC," 7,412 "," 8,110 ", 698 ,52.2%
27030,MOUNT AIRY,NC," 10,794 "," 10,305 ", (489),48.8%
27040,PFAFFTOWN,NC," 3,195 "," 4,200 "," 1,005 ",56.8%
27041,PILOT MOUNTAIN,NC," 1,803 "," 1,779 ", (24),49.7%
27041,PILOT MTN,NC, 364 , 367 , 3 ,50.2%
27043,PINNACLE,NC," 1,428 "," 1,759 ", 331 ,55.2%
27045,RURAL HALL,NC," 3,141 "," 3,711 ", 570 ,54.2%
27046,SANDY RIDGE,NC, 355 , 278 , (77),43.9%
27047,SILOAM,NC, 13 , 22 , 9 ,62.9%
27048,STONEVILLE,NC," 1,887 "," 2,097 ", 210 ,52.6%
27049,TOAST,NC, 70 , 54 , (16),43.5%
27050,TOBACCOVILLE,NC, 876 ," 1,071 ", 195 ,55.0%
27051,WALKERTOWN,NC," 2,829 "," 3,195 ", 366 ,53.0%
27052,WALNUT COVE,NC," 2,123 "," 2,467 ", 344 ,53.7%
27053,BURLINGTON,NC, -   , 23 , 23 ,100.0%
27053,WESTFIELD,NC, 388 , 633 , 245 ,62.0%
27054,WOODLEAF,NC, 656 , 700 , 44 ,51.6%
27055,YADKINVILLE,NC," 3,681 "," 3,494 ", (187),48.7%
27101,WINSTON SALEM,NC," 13,755 "," 11,302 "," (2,453)",45.1%
27102,WINSTON SALEM,NC, 70 , 534 , 464 ,88.4%
27103,WINSTON SALEM,NC," 21,249 "," 17,465 "," (3,784)",45.1%
27104,WINSTON SALEM,NC," 14,509 "," 13,176 "," (1,333)",47.6%
27105,WINSTON SALEM,NC," 13,720 "," 12,092 "," (1,628)",46.8%
27106,WINSTON SALEM,NC," 22,065 "," 20,303 "," (1,762)",47.9%
27107,WINSTON SALEM,NC," 14,706 "," 13,331 "," (1,375)",47.5%
27114,WINSTON SALEM,NC, 278 , 765 , 487 ,73.3%
27116,WINSTON SALEM,NC, 145 , 475 , 330 ,76.6%
27117,WINSTON SALEM,NC, 11 , 107 , 96 ,90.7%
27120,WINSTON SALEM,NC, 12 , 25 , 13 ,67.6%
27127,WINSTON SALEM,NC," 15,880 "," 15,038 ", (842),48.6%
27130,WINSTON SALEM,NC, -   , 12 , 12 ,100.0%
27201,ALAMANCE,NC, 12 , -   , (12),0.0%
27203,ASHEBORO,NC," 11,704 "," 7,895 "," (3,809)",40.3%
27204,ASHEBORO,NC," 1,031 "," 1,052 ", 21 ,50.5%
27205,ASHEBORO,NC," 9,178 "," 8,527 ", (651),48.2%
27207,BEAR CREEK,NC, 848 , 628 , (220),42.5%
27208,BENNETT,NC, 89 , 109 , 20 ,55.1%
27209,BISCOE,NC, 702 , 737 , 35 ,51.2%
27212,BLANCH,NC, 35 , 72 , 37 ,67.3%
27214,BROWNS SUMMIT,NC," 3,558 "," 3,894 ", 336 ,52.3%
27215,BURLINGTON,NC," 18,474 "," 18,434 ", (40),49.9%
27216,BURLINGTON,NC, 519 , 951 , 432 ,64.7%
27217,BURLINGTON,NC," 9,802 "," 10,352 ", 550 ,51.4%
27229,CANDOR,NC," 1,037 ", 543 , (494),34.4%
27231,CEDAR GROVE,NC, 132 , 359 , 227 ,73.1%
27233,CLIMAX,NC, 626 , 759 , 133 ,54.8%
27235,COLFAX,NC," 1,567 "," 2,265 ", 698 ,59.1%
27239,DENTON,NC," 2,218 "," 2,533 ", 315 ,53.3%
27242,EAGLE SPRINGS,NC, 223 , 91 , (132),29.0%
27243,EFLAND,NC, 975 ," 1,200 ", 225 ,55.2%
27244,ELON,NC," 2,713 "," 3,158 ", 445 ,53.8%
27248,FRANKLINVILLE,NC," 1,197 "," 1,146 ", (51),48.9%
27249,GIBSONVILLE,NC," 3,942 "," 4,219 ", 277 ,51.7%
27252,GOLDSBORO,NC, 11 , 13 , 2 ,54.2%
27252,GOLDSTON,NC, 217 , 176 , (41),44.8%
27253,GRAHAM,NC," 9,723 "," 10,782 "," 1,059 ",52.6%
27258,HAW RIVER,NC," 1,757 "," 2,135 ", 378 ,54.9%
27260,HIGH POINT,NC," 11,085 "," 9,391 "," (1,694)",45.9%
27261,HIGH POINT,NC, 623 ," 1,103 ", 480 ,63.9%
27262,HIGH POINT,NC," 10,061 "," 9,010 "," (1,051)",47.2%
27263,ARCHDALE,NC," 3,883 "," 3,214 ", (669),45.3%
27263,HIGH POINT,NC," 4,505 "," 3,474 "," (1,031)",43.5%
27265,HIGH POINT,NC," 21,596 "," 19,537 "," (2,059)",47.5%
27278,HILLSBOROUGH,NC," 8,700 "," 10,348 "," 1,648 ",54.3%
27281,FOXFIRE VILLAGE,NC, 117 , 158 , 41 ,57.5%
27281,JACKSON SPGS,NC, 46 , 73 , 27 ,61.3%
27281,JACKSON SPRINGS,NC, 527 , 867 , 340 ,62.2%
27282,JAMESTOWN,NC," 6,569 "," 6,699 ", 130 ,50.5%
27283,ASHEBORO,NC, 13 , -   , (13),0.0%
27283,DENTON,NC, 13 , 25 , 12 ,65.8%
27283,JULIAN,NC, 408 , 593 , 185 ,59.2%
27284,KERNERSVILLE,NC," 19,350 "," 20,704 "," 1,354 ",51.7%
27285,HAW RIVER,NC, 20 , 16 , (4),44.4%
27285,KERNERSVILLE,NC, 601 , 668 , 67 ,52.6%
27288,EDEN,NC," 9,290 "," 8,090 "," (1,200)",46.5%
27289,EDEN,NC, 80 , 186 , 106 ,69.9%
27291,LEASBURG,NC, 153 , 254 , 101 ,62.4%
27292,LEXINGTON,NC," 11,492 "," 12,206 ", 714 ,51.5%
27293,LEXINGTON,NC, 438 , 649 , 211 ,59.7%
27295,LEXINGTON,NC," 10,150 "," 11,567 "," 1,417 ",53.3%
27298,LIBERTY,NC," 2,333 "," 2,723 ", 390 ,53.9%
27299,LINWOOD,NC," 1,589 "," 1,642 ", 53 ,50.8%
27301,MC LEANSVILLE,NC," 2,665 "," 2,785 ", 120 ,51.1%
27302,MEBANE,NC," 11,876 "," 13,668 "," 1,792 ",53.5%
27305,MILTON,NC, 40 , 76 , 36 ,65.5%
27306,MOUNT GILEAD,NC," 1,579 "," 2,000 ", 421 ,55.9%
27310,OAK RIDGE,NC," 1,811 "," 2,551 ", 740 ,58.5%
27311,PELHAM,NC, 677 , 768 , 91 ,53.1%
27312,PITTSBORO,NC," 6,007 "," 8,315 "," 2,308 ",58.1%
27313,PLEASANT GARDEN,NC," 1,615 "," 1,676 ", 61 ,50.9%
27313,PLEASANT GDN,NC, 243 , 191 , (52),44.0%
27314,PROSPECT HILL,NC, -   , 28 , 28 ,100.0%
27315,PROVIDENCE,NC, 114 , 225 , 111 ,66.4%
27316,RAMSEUR,NC," 1,854 "," 1,783 ", (71),49.0%
27317,RANDLEMAN,NC," 4,764 "," 4,954 ", 190 ,51.0%
27320,REIDSVILLE,NC," 11,739 "," 11,199 ", (540),48.8%
27323,REIDSVILLE,NC, 163 , 394 , 231 ,70.7%
27325,ROBBINS,NC," 1,251 "," 1,048 ", (203),45.6%
27326,RUFFIN,NC, 771 , 894 , 123 ,53.7%
27330,SANFORD,NC," 11,925 "," 22,301 "," 10,376 ",65.2%
27331,SANFORD,NC, 491 , 794 , 303 ,61.8%
27332,SANFORD,NC," 11,139 "," 12,132 ", 993 ,52.1%
27340,SAXAPAHAW,NC, -   , 86 , 86 ,100.0%
27341,SEAGROVE,NC, 906 ," 1,118 ", 212 ,55.2%
27343,SEMORA,NC, 178 , 261 , 83 ,59.5%
27344,SILER CITY,NC," 4,247 "," 4,070 ", (177),48.9%
27349,SNOW CAMP,NC," 1,517 "," 1,666 ", 149 ,52.3%
27350,SOPHIA,NC," 1,351 "," 1,608 ", 257 ,54.3%
27351,SOUTHMONT,NC, 11 , 11 , -   ,50.0%
27355,STALEY,NC, 314 , 355 , 41 ,53.1%
27356,STAR,NC, 728 , 727 , (1),50.0%
27357,STOKESDALE,NC," 2,185 "," 3,025 ", 840 ,58.1%
27358,SUMMERFIELD,NC," 3,390 "," 4,192 ", 802 ,55.3%
27360,THOMASVILLE,NC," 14,005 "," 13,913 ", (92),49.8%
27361,THOMASVILLE,NC, 994 , 683 , (311),40.7%
27370,TRINITY,NC," 3,633 "," 4,479 ", 846 ,55.2%
27371,TROY,NC," 1,995 "," 1,927 ", (68),49.1%
27373,WALLBURG,NC, 12 , -   , (12),0.0%
27374,WELCOME,NC, 91 , 195 , 104 ,68.2%
27376,WEST END,NC," 2,766 "," 3,759 ", 993 ,57.6%
27377,WHITSETT,NC," 4,325 "," 5,291 ", 966 ,55.0%
27379,YANCEYVILLE,NC, 994 ," 1,129 ", 135 ,53.2%
27401,GREENSBORO,NC," 10,739 "," 8,278 "," (2,461)",43.5%
